00173,       AMALIA,   37,   811426954094837760
00174,       AMANDA,   34,   811459389687857152
00175,        AMBER,   39,   811871689368403968
00176,      AMBERLY,   76,   811871908948606976
00177,      AMBROSE,   73,   812099067621408768
00178,         AMEE,   24,   813550643624017920
00179,       AMELIA,   41,   813678753908523008
00180,      AMERICA,   50,   813784341921398784
00181,          AMI,   23,   815714482507481088
00182,         AMIE,   28,   815802443437703168
00183,        AMIEE,   33,   815805192216772608
00184,        AMINA,   38,   815961322867916800
00185,        AMIRA,   42,   816031691612094464
00186,        AMMIE,   41,   818127360774635520
00187,         AMOS,   48,   819426433762852864
00188,       AMPARO,   64,   819682877670162432
00189,          AMY,   39,   824721681762222080
00190,           AN,   15,   828662331436171264
00191,          ANA,   16,   829225281389592576
00192,       ANABEL,   35,   829263420699181056
00193,      ANALISA,   57,   829441662378835968
00194,     ANAMARIA,   58,   829454843650244608
00195,    ANASTACIA,   69,   829570546982715392
00196,    ANASTASIA,   85,   829570555572649984
00197,       ANDERA,   43,   831012004964597760
00198,     ANDERSON,   90,   831012322490187776
00199,        ANDRA,   38,   831231340354469888
00200,        ANDRE,   42,   831233539377725440
00201,       ANDREA,   43,   831233556557594624
00202,      ANDREAS,   62,   831233566758141952
00203,       ANDREE,   47,   831233625277071360
00204,       ANDRES,   61,   831233865795239936
00205,       ANDREW,   65,   831233934514716672
00206,       ANDRIA,   47,   831235755580850176
00207,         ANDY,   44,   831353935900966912
00208,       ANETTE,   65,   831840005939789824
00209,        ANGEL,   39,   832697539110109184
00210,       ANGELA,   40,   832697556289978368
00211,       ANGELE,   44,   832697625009455104
00212,     ANGELENA,   59,   832697632542425088
00213,      ANGELES,   63,   832697635210002432
00214,      ANGELIA,   49,   832697694265802752
00215,      ANGELIC,   51,   832697695339544576
00216,     ANGELICA,   52,   832697695356321792
00217,     ANGELIKA,   60,   832697699651289088
00218,     ANGELINA,   63,   832697701261901824
00219,     ANGELINE,   67,   832697701329010688
00220,    ANGELIQUE,   91,   832697703210680320
00221,     ANGELITA,   69,   832697704483127296
00222,      ANGELLA,   52,   832697745805410304
00223,       ANGELO,   54,   832697796808146944
00224,      ANGELYN,   78,   832697976123031552
00225,        ANGIE,   36,   832764059563589632
00226,       ANGILA,   44,   832767925034156032
00227,        ANGLA,   35,   832814637098467328
00228,        ANGLE,   39,   832816836121722880
00229,       ANGLEA,   40,   832816853301592064
00230,          ANH,   23,   833165931063541760
00231,       ANIBAL,   39,   833764821303296000
00232,        ANIKA,   36,   833922944819265536
00233,        ANISA,   44,   834063682307620864
00234,       ANISHA,   52,   834067547778187264
00235,       ANISSA,   63,   834073595092140032
00236,        ANITA,   45,   834081274493665280
00237,       ANITRA,   63,   834090637522370560
00238,         ANJA,   26,   834309423156428800
00239,    ANJANETTE,   90,   834317216712753152
00240,     ANJELICA,   55,   834386545216585728
00241,          ANN,   29,   836543630784069632
00242,         ANNA,   30,   836561222970114048
00243,      ANNABEL,   49,   836562414823538688
00244,     ANNABELL,   61,   836562415024865280
00245,    ANNABELLE,   66,   836562415027486720
00246,      ANNALEE,   52,   836567908623581184
00247,     ANNALISA,   71,   836567984876027904
00248,      ANNAMAE,   49,   836568389659918336
00249,    ANNAMARIA,   72,   836568396790759424
00250,    ANNAMARIE,   76,   836568396792856576
00251,         ANNE,   34,   836631591714291712
00252,    ANNELIESE,   84,   836638346408624128
00253,      ANNELLE,   63,   836638397626843136
00254,    ANNEMARIE,   80,   836638765537034240
00255,       ANNETT,   74,   836642930427953152
00256,      ANNETTA,   75,   836642930964824064
00257,      ANNETTE,   79,   836642933112307712
00258,       ANNICE,   46,   836703695625256960
00259,        ANNIE,   43,   836704709237538816
00260,       ANNIKA,   50,   836708024952291328
00261,        ANNIS,   57,   836712405818933248
00262,       ANNITA,   59,   836712972754616320
00263,     ANNMARIE,   75,   836773193111830528
00264,      ANTHONY,   97,   840070568270102528
00265,      ANTIONE,   78,   840088149718728704
00266,   ANTIONETTE,  123,   840088150064840704
00267,      ANTOINE,   78,   840190404300111872
00268,   ANTOINETTE,  123,   840190404646223872
00269,        ANTON,   64,   840192909876658176
00270,       ANTONE,   69,   840192995776004096
00271,    ANTONETTA,  110,   840193006849490944
00272,    ANTONETTE,  114,   840193006851588096
00273,      ANTONIA,   74,   840193065032351744
00274,   ANTONIETTA,  119,   840193067525881856
00275,     ANTONINA,   88,   840193072028450816
00276,      ANTONIO,   88,   840193072548544512
00277,       ANTONY,   89,   840193339373387776
00278,       ANTWAN,   73,   840326741057601536
00279,         ANYA,   41,   842753672457748480
00280,     APOLONIA,   83,   873354975692980224
00281,        APRIL,   56,   874989154360885248
00282,        APRYL,   72,   875270629337595904
00283,          ARA,   20,   901282875427520512
00284,      ARACELI,   49,   901338611754991616
00285,     ARACELIS,   68,   901338612073758720
00286,      ARACELY,   65,   901338620344926208
00287,      ARCELIA,   49,   902503488490045440
00288,       ARCHIE,   44,   902554546524389376
00289,       ARDATH,   52,   903000450029060096
00290,      ARDELIA,   50,   903066438443466752
00291,       ARDELL,   52,   903066489446203392
00292,      ARDELLA,   53,   903066489983074304
00293,      ARDELLE,   57,   903066492130557952
00294,        ARDEN,   42,   903067382799400960
00295,        ARDIS,   51,   903140500322648064
00296,       ARDITH,   60,   903141187517415424
00297,       ARETHA,   53,   903890934188474368
00298,      ARGELIA,   53,   904755288303730688
00299,    ARGENTINA,   89,   904756581324292096
00300,       ARIANA,   44,   905811781002199040
00301,       ARIANE,   48,   905811849721675776
00302,      ARIANNA,   58,   905812004877369344
00303,      ARIANNE,   62,   905812007024852992
00304,        ARICA,   32,   905839801368838144
00305,         ARIE,   33,   905874435985113088
00306,        ARIEL,   45,   905881033054879744
00307,      ARIELLE,   62,   905881241897664512
00308,         ARLA,   32,   907492917101199360
00309,       ARLEAN,   51,   907564076119359488
00310,       ARLEEN,   55,   907566275142615040
00311,        ARLEN,   50,   907570982426771456
00312,       ARLENA,   51,   907570999606640640
00313,       ARLENE,   55,   907571068326117376
00314,      ARLETHA,   65,   907574418937479168
00315,      ARLETTA,   77,   907574625095909376
00316,      ARLETTE,   81,   907574627243393024
00317,        ARLIE,   45,   907636403368624128
00318,      ARLINDA,   59,   907641420427296768
00319,       ARLINE,   59,   907641437070295040
00320,       ARLYNE,   75,   907922912047005696
00321,       ARMAND,   51,   908063632355491840
00322,      ARMANDA,   52,   908063632892362752
00323,    ARMANDINA,   75,   908063637422735360
00324,      ARMANDO,   66,   908063640408555520
00325,       ARMIDA,   46,   908198820746100736
00326,      ARMINDA,   60,   908204370380718080
00327,      ARNETTA,   79,   908700525002752000
00328,      ARNETTE,   83,   908700527150235648
00329,       ARNITA,   63,   908770566792544256
00330,       ARNOLD,   64,   908871773401907200
00331,      ARNOLDO,   79,   908871781454970880
00332,      ARNULFO,   87,   908977368930975744
00333,         ARON,   48,   909410465380040704
00334,        ARRON,   66,   911124604007743488
00335,          ART,   39,   911978924542525440
00336,       ARTHUR,   86,   912131516140617728
00337,        ARTIE,   53,   912140002995994624
00338,       ARTURO,   93,   912358513752145920
00339,      ARVILLA,   75,   913269957888835584
00340,          ASA,   21,   919297273937002496
00341,         ASHA,   29,   923255515796996096
00342,      ASHANTI,   72,   923263560807612416
00343,       ASHELY,   70,   923332911107670016
00344,       ASHLEA,   46,   923451795802423296
00345,       ASHLEE,   50,   923451864521900032
00346,     ASHLEIGH,   69,   923451937133690880
00347,       ASHLEY,   70,   923452208119283712
00348,        ASHLI,   49,   923453977645809664
00349,       ASHLIE,   54,   923454063545155584
00350,        ASHLY,   65,   923462773738831872
00351,       ASHLYN,   79,   923463014257000448
00352,       ASHTON,   77,   923598254187216896
00353,         ASIA,   30,   923818465750417408
00354,        ASLEY,   62,   925591428250206208
00355,      ASSUNTA,   95,   929807849721167872
00356,       ASTRID,   71,   930314998922608640
00357,     ASUNCION,   96,   930804375784259584
00358,       ATHENA,   49,   941347996811919360
00359,       AUBREY,   72,   956208858533986304
00360,        AUDIE,   40,   957175999269699584
00361,        AUDRA,   45,   957332129920843776
00362,       AUDREA,   50,   957334346123968512
00363,       AUDREY,   74,   957334758440828928
00364,       AUDRIA,   54,   957336545147224064
00365,       AUDRIE,   58,   957336613866700800
00366,        AUDRY,   69,   957345324060377088
00367,       AUGUST,   89,   959083995541274624
00368,      AUGUSTA,   90,   959083996078145536
00369,    AUGUSTINA,  113,   959084000608518144
00370,    AUGUSTINE,  117,   959084000610615296
00371,     AUGUSTUS,  129,   959084007134330880
00372,      AUNDREA,   64,   962724771135488000
00373,         AURA,   41,   964913812350173184
00374,        AUREA,   46,   964984730850164736
00375,      AURELIA,   67,   964990933319811072
00376,      AURELIO,   81,   964990940836003840
00377,       AURORA,   74,   965170015739314176
00378,       AURORE,   78,   965170084458790912
00379,       AUSTIN,   84,   965816202158931968
00380,       AUTUMN,   90,   966398943321653248
00381,          AVA,   24,   973340469465448448
00382,      AVELINA,   64,   975808564369031168
00383,        AVERY,   71,   975922672523280384
00384,         AVIS,   51,   978178320627662848
00385,        AVRIL,   62,   983075545417777152
00386,       AWILDA,   50,   996071790037958656
00387,        AYAKO,   53,  1027585425377591296
00388,        AYANA,   42,  1027630505354330112
00389,       AYANNA,   56,  1027637669359779840
00390,       AYESHA,   59,  1029974131568803840
00391,       AZALEE,   50,  1045612004414324736
00392,      AZUCENA,   71,  1056712828964044800
00393,        AZZIE,   67,  1059632890792378368
00394,       BABARA,   25,  1172089307993735168
00395,      BABETTE,   55,  1172161105351409664
00396,       BAILEY,   54,  1176216737205452800
00397,        BAMBI,   27,  1178294384685219840
00398,          BAO,   18,  1179380152417648640
00399,     BARABARA,   44,  1181087720835907584
00400,         BARB,   23,  1181104186650001408
00401,       BARBAR,   42,  1181105045643460608
00402,      BARBARA,   43,  1181105046180331520
00403,      BARBERA,   47,  1181107245203587072
00404,       BARBIE,   37,  1181109220351672320
00405,       BARBRA,   42,  1181114099434520576
00406,         BARI,   30,  1181227331952312320
00407,       BARNEY,   65,  1181318471158333440
00408,      BARRETT,   84,  1181388764740583424
00409,       BARRIE,   53,  1181390695328382976
00410,        BARRY,   64,  1181399405522059264
00411,         BART,   41,  1181420845998800896
00412,       BARTON,   70,  1181429332854177792
00413,        BASIL,   43,  1181796878975500288
00414,      BASILIA,   53,  1181797034131193856
00415,          BEA,    8,  1243556447107678208
00416,        BEATA,   29,  1243908840584380416
00417,     BEATRICE,   63,  1243918342746537984
00418,      BEATRIS,   74,  1243918351252586496
00419,      BEATRIZ,   81,  1243918355010682880
00420,         BEAU,   29,  1243925883014610944
00421,      BEAULAH,   50,  1243932501559214080
00422,         BEBE,   14,  1244207357991321600
00423,        BECKI,   30,  1244880808863334400
00424,       BECKIE,   35,  1244880894762680320
00425,        BECKY,   46,  1244889604956356608
00426,          BEE,   12,  1245808246921363456
00427,        BELEN,   38,  1249844554106929152
00428,        BELIA,   29,  1249907776025526272
00429,      BELINDA,   47,  1249914992107454464
00430,       BELKIS,   58,  1249947684861640704
00431,         BELL,   31,  1249960002827845632
00432,        BELLA,   32,  1249960552583659520
00433,        BELLE,   36,  1249962751606915072
00434,        BELVA,   42,  1250136474444103680
00435,          BEN,   21,  1250874796502155264
00436,     BENEDICT,   62,  1250965113020612608
00437,       BENITA,   51,  1251044138472701952
00438,       BENITO,   65,  1251044378990870528
00439,     BENJAMIN,   68,  1251051496523431936
00440,      BENNETT,   80,  1251124190220648448
00441,       BENNIE,   49,  1251126120808448000
00442,        BENNY,   60,  1251134831002124288
00443,       BENTON,   70,  1251235127078420480
00444,     BERENICE,   61,  1253222410140778496
00445,        BERNA,   40,  1253373436676276224
00446,   BERNADETTE,   94,  1253373508426219520
00447,    BERNADINE,   72,  1253373510465093632
00448,      BERNARD,   62,  1253373748061405184
00449,     BERNARDA,   63,  1253373748078182400
00450,   BERNARDINA,   86,  1253373748219756544
00451,   BERNARDINE,   90,  1253373748219822080
00452,     BERNARDO,   77,  1253373748313063424
00453,     BERNEICE,   61,  1253375792012853248
00454,     BERNETTA,   85,  1253375990051110912
00455,      BERNICE,   56,  1253377888946749440
00456,       BERNIE,   53,  1253377920622133248
00457,     BERNIECE,   61,  1253377922316632064
00458,      BERNITA,   69,  1253378178857041920
00459,        BERRY,   68,  1253456999559987200
00460,         BERT,   45,  1253478440036728832
00461,        BERTA,   46,  1253478989792542720
00462,       BERTHA,   54,  1253482855263109120
00463,       BERTIE,   59,  1253483473738399744
00464,      BERTRAM,   77,  1253488359800569856
00465,        BERYL,   62,  1253572998036717568
00466,         BESS,   45,  1254023797804105728
00467,       BESSIE,   59,  1254028831505776640
00468,         BETH,   35,  1254393233711038464
00469,     BETHANIE,   64,  1254394028900745216
00470,      BETHANN,   64,  1254394031501213696
00471,      BETHANY,   75,  1254394037406793728
00472,       BETHEL,   52,  1254396188648538112
00473,       BETSEY,   76,  1254589926033326080
00474,        BETSY,   71,  1254600491652874240
00475,        BETTE,   52,  1254607088722640896
00476,       BETTIE,   61,  1254609373645242368
00477,      BETTINA,   71,  1254609528800935936
00478,        BETTY,   72,  1254618083838918656
00479,     BETTYANN,  101,  1254618108769861632
00480,       BETTYE,   77,  1254618169738264576
00481,        BEULA,   41,  1255027102164451328
00482,       BEULAH,   49,  1255027239603404800
00483,          BEV,   29,  1255378396129525760
00484,     BEVERLEE,   74,  1255476461591068672
00485,     BEVERLEY,   94,  1255476461926612992
00486,      BEVERLY,   89,  1255476472244600832
00487,       BIANCA,   30,  1315861998197538816
00488,         BIBI,   22,  1316335320773427200
00489,         BILL,   35,  1322017596865773568
00490,        BILLI,   44,  1322022544668098560
00491,       BILLIE,   49,  1322022630567444480
00492,        BILLY,   60,  1322031340761120768
00493,       BILLYE,   65,  1322031426660466688
00494,       BIRDIE,   47,  1325259592799617024
00495,       BIRGIT,   65,  1325312627055788032
00496,       BLAINE,   43,  1369823348829192192
00497,        BLAIR,   42,  1369825461953101824
00498,        BLAKE,   31,  1369853499499610112
00499,       BLANCA,   33,  1369905193725984768
00500,       BLANCH,   40,  1369905313985069056
00501,      BLANCHE,   45,  1369905316669423616
00502,     BLONDELL,   76,  1377787118192951296
00503,      BLOSSOM,   95,  1377883497594617856
00504,       BLYTHE,   72,  1383524363222908928
00505,           BO,   17,  1423137482249076736
00506,          BOB,   19,  1424263382155919360
00507,        BOBBI,   30,  1424303514330333184
00508,       BOBBIE,   35,  1424303600229679104
00509,        BOBBY,   46,  1424312310423355392
00510,       BOBBYE,   51,  1424312396322701312
00511,      BOBETTE,   69,  1424362684484157440
00512,          BOK,   28,  1429329931736711168
00513,         BONG,   38,  1431141926899286016
00514,       BONITA,   61,  1431188123567521792
00515,       BONNIE,   59,  1431270105903267840
00516,        BONNY,   70,  1431278816096944128
00517,       BOOKER,   66,  1431778303613599744
00518,        BORIS,   63,  1433439356445523968
00519,        BOYCE,   50,  1437266756421812224
00520,         BOYD,   46,  1437281599828787200
00521,         BRAD,   25,  1477813996475121664
00522,     BRADFORD,   68,  1477817562438828032
00523,      BRADLEY,   67,  1477820692866007040
00524,       BRADLY,   62,  1477821023041617920
00525,        BRADY,   50,  1477827740370468864
00526,        BRAIN,   44,  1477909653986738176
00527,       BRANDA,   40,  1477992134538690560
00528,       BRANDE,   44,  1477992203258167296
00529,      BRANDEE,   49,  1477992205942521856
00530,      BRANDEN,   58,  1477992210774360064
00531,       BRANDI,   48,  1477992271977644032
00532,      BRANDIE,   53,  1477992274661998592
00533,      BRANDON,   68,  1477992382573051904
00534,       BRANDY,   64,  1477992546855550976
00535,        BRANT,   55,  1478000913451843584
00536,       BREANA,   41,  1480020733491937280
00537,       BREANN,   54,  1480020956830236672
00538,      BREANNA,   55,  1480020957367107584
00539,      BREANNE,   59,  1480020959514591232
00540,         BREE,   30,  1480083388474851328
00541,       BRENDA,   44,  1480243934352375808
00542,      BRENDAN,   58,  1480243941868568576
00543,      BRENDON,   72,  1480244182386737152
00544,       BRENNA,   54,  1480249431910514688
00545,        BRENT,   59,  1480252713265528832
00546,      BRENTON,   88,  1480252978479759360
00547,         BRET,   45,  1480347271265517568
00548,        BRETT,   65,  1480358266381795328
00549,        BRIAN,   44,  1482272516125753344
00550,       BRIANA,   45,  1482272533305622528
00551,      BRIANNA,   59,  1482272757180792832
00552,      BRIANNE,   63,  1482272759328276480
00553,        BRICE,   37,  1482302752695517184
00554,      BRIDGET,   65,  1482321541029953536
00555,     BRIDGETT,   85,  1482321541365497856
00556,    BRIDGETTE,   90,  1482321541368119296
00557,     BRIGETTE,   86,  1482373475858382848
00558,       BRIGID,   49,  1482375389182427136
00559,      BRIGIDA,   50,  1482375389719298048
00560,     BRIGITTE,   90,  1482375674881638400
00561,       BRINDA,   48,  1482495734166061056
00562,      BRITANY,   89,  1482599874774958080
00563,      BRITNEY,   93,  1482606866981715968
00564,       BRITNI,   72,  1482606922279419904
00565,        BRITT,   69,  1482610066195480576
00566,       BRITTA,   70,  1482610083375349760
00567,    BRITTANEY,  114,  1482610090988535808
00568,     BRITTANI,   93,  1482610091042537472
00569,    BRITTANIE,   98,  1482610091045158912
00570,     BRITTANY,  109,  1482610091310972928
00571,     BRITTENY,  113,  1482610160030449664
00572,     BRITTNEY,  113,  1482610309817434112
00573,      BRITTNI,   92,  1482610311545487360
00574,      BRITTNY,  108,  1482610320135421952
00575,        BROCK,   49,  1485683750950928384
00576,    BRODERICK,   85,  1485698358727671808
00577,      BRONWYN,  111,  1485884299080105984
00578,        BROOK,   61,  1485894857183461376
00579,       BROOKE,   66,  1485894943082807296
00580,       BROOKS,   80,  1485895183600975872
00581,        BRUCE,   49,  1489058152136572928
00582,        BRUNA,   56,  1489249467159805952
00583,     BRUNILDA,   81,  1489254073529008128
00584,        BRUNO,   70,  1489257163741200384
00585,        BRYAN,   60,  1491279715380494336
00586,      BRYANNA,   75,  1491279956435533824
00587,       BRYANT,   80,  1491280058977878016
00588,        BRYCE,   53,  1491309951950258176
00589,        BRYNN,   73,  1491508413799071744
00590,        BRYON,   74,  1491526005985116160
00591,         BUCK,   37,  1533106237212721152
00592,          BUD,   27,  1533475673119653888
00593,        BUDDY,   56,  1533559785759178752
00594,        BUENA,   43,  1534285463433510912
00595,        BUFFY,   60,  1534720870038110208
00596,       BUFORD,   66,  1534875420141289472
00597,         BULA,   36,  1537996864933068800
00598,        BULAH,   44,  1538001262979579904
00599,        BUNNY,   76,  1539365207153836032
00600,         BURL,   53,  1541568078700085248
00601,        BURMA,   55,  1541586220641943552
00602,         BURT,   61,  1541708816188440576
00603,       BURTON,   90,  1541717303043817472
00604,       BUSTER,   85,  1542274824158576640
00605,        BYRON,   74,  1613686145877540864
00606,      CAITLIN,   68,  1752821807926214656
00607,      CAITLYN,   84,  1752822082804121600
00608,     CALANDRA,   54,  1754177422028177408
00609,        CALEB,   23,  1754241115302658048
00610,      CALISTA,   65,  1754321174029926400
00611,       CALLIE,   42,  1754368194795012096
00612,       CALVIN,   61,  1754544271274278912
00613,      CAMELIA,   44,  1754809717969911808
00614,     CAMELLIA,   56,  1754809773821263872
00615,      CAMERON,   69,  1754813126563332096
00616,         CAMI,   26,  1754873334488629248
00617,        CAMIE,   31,  1754876083267698688
00618,       CAMILA,   39,  1754879948738265088
00619,      CAMILLA,   51,  1754880138253697024
00620,      CAMILLE,   55,  1754880140401180672
00621,       CAMMIE,   44,  1754948736934477824
00622,        CAMMY,   55,  1754957447128154112
00623,      CANDACE,   31,  1755348927491604480
00624,     CANDANCE,   45,  1755349115480309760
00625,   CANDELARIA,   68,  1755351279292923904
00626,        CANDI,   31,  1755353271314153472
00627,      CANDICE,   39,  1755353325538115584
00628,      CANDIDA,   36,  1755353340570501120
00629,       CANDIE,   36,  1755353357213499392
00630,       CANDIS,   50,  1755353597731667968
00631,       CANDRA,   41,  1755358236296347648
00632,        CANDY,   47,  1755362067407175680
00633,      CANDYCE,   55,  1755362121631137792
00634,      CAPRICE,   55,  1756725516049580032
00635,         CARA,   23,  1757547346767380480
00636,        CAREN,   41,  1757625412092952576
00637,        CAREY,   52,  1757631459406905344
00638,         CARI,   31,  1757688084255735808
00639,      CARIDAD,   40,  1757690302606344192
00640,        CARIE,   36,  1757690833034805248
00641,        CARIN,   45,  1757695780837130240
00642,       CARINA,   46,  1757695798016999424
00643,       CARISA,   51,  1757698546796068864
00644,      CARISSA,   70,  1757698856570585088
00645,       CARITA,   52,  1757699096551882752
00646,         CARL,   34,  1757740860813869056
00647,        CARLA,   35,  1757741410569682944
00648,       CARLEE,   44,  1757743695492284416
